日期,产品,销售额,销量,成本,利润,部门,地区
2022-03-09,产品C,23640,317,12682,10958,销售部,华南
2022-03-10,产品D,34844,356,23837,11007,销售部,西南
2022-03-11,产品E,16169,378,9276,6893,销售部,华中
2022-03-12,产品A,26444,370,18075,8369,销售部,华东
2022-03-13,产品B,6362,448,2827,3535,销售部,华北
2022-03-14,产品C,37368,87,15713,21655,销售部,华南
2022-03-15,产品D,28426,394,12566,15860,销售部,西南
2022-03-16,产品E,25892,362,11635,14257,销售部,华中
2022-03-17,产品A,30361,355,14992,15369,销售部,华东
2022-03-18,产品B,45858,27,30163,15695,销售部,华北
2022-03-19,产品C,18562,281,9644,8918,销售部,华南
2022-03-20,产品D,46415,341,23899,22516,销售部,西南
2022-03-21,产品E,19443,84,9895,9548,销售部,华中
2022-03-22,产品A,20072,292,13727,6345,销售部,华东
2022-03-23,产品B,6149,18,2786,3363,销售部,华北
2022-03-24,产品C,14621,174,7571,7050,销售部,华南
2022-03-25,产品D,43800,269,21118,22682,销售部,西南
2022-03-26,产品E,15002,100,9597,5405,销售部,华中
2022-03-27,产品A,29750,484,20129,9621,销售部,华东
2022-03-28,产品B,18006,465,10388,7618,销售部,华北
2022-03-29,产品C,28894,243,15274,13620,销售部,华南
2022-03-30,产品D,11222,244,5740,5482,销售部,西南
2022-03-31,产品E,2634,440,1122,1512,销售部,华中
2022-04-01,产品A,39349,441,18736,20613,销售部,华东
2022-04-02,产品B,25816,35,12022,13794,销售部,华北
2022-04-03,产品C,19383,303,8131,11252,销售部,华南
2022-04-04,产品D,20163,149,9714,10449,销售部,西南
2022-04-05,产品E,19061,55,12673,6388,销售部,华中
2022-04-06,产品A,16115,125,10644,5471,销售部,华东
2022-04-07,产品B,41641,267,20571,21070,销售部,华北
2022-04-08,产品C,11633,283,4717,6916,销售部,华南
2022-04-09,产品D,15393,62,7772,7621,销售部,西南
2022-04-10,产品E,32971,482,21274,11697,销售部,华中
2022-04-11,产品A,38534,296,20117,18417,销售部,华东
2022-04-12,产品B,34682,318,15639,19043,销售部,华北
2022-04-13,产品C,1094,262,583,511,销售部,华南
2022-04-14,产品D,18430,253,8072,10358,销售部,西南
2022-04-15,产品E,32129,140,15446,16683,销售部,华中
2022-04-16,产品A,21860,118,14535,7325,销售部,华东
2022-04-17,产品B,9486,129,5002,4484,销售部,华北
2022-04-18,产品C,42128,207,17525,24603,销售部,华南
2022-04-19,产品D,41078,46,24188,16890,销售部,西南
2022-04-20,产品E,25829,338,14252,11577,销售部,华中
2022-04-21,产品A,24507,19,10682,13825,销售部,华东
2022-04-22,产品B,28459,239,12004,16455,销售部,华北
2022-04-23,产品C,44200,410,18845,25355,销售部,华南
2022-04-24,产品D,23426,272,13450,9976,销售部,西南
2022-04-25,产品E,29514,387,14380,15134,销售部,华中
2022-04-26,产品A,11498,344,7229,4269,销售部,华东
2022-04-27,产品B,35592,311,19001,16591,销售部,华北
2022-04-28,产品C,46317,395,19633,26684,销售部,华南
2022-04-29,产品D,22159,362,12781,9378,销售部,西南
2022-04-30,产品E,41186,333,21045,20141,销售部,华中
2022-05-01,产品A,23205,325,11579,11626,销售部,华东
2022-05-02,产品B,8464,224,3717,4747,销售部,华北
2022-05-03,产品C,10840,226,6400,4440,销售部,华南
2022-05-04,产品D,21927,344,11574,10353,销售部,西南
2022-05-05,产品E,16791,413,11253,5538,销售部,华中
2022-05-06,产品A,49703,228,21627,28076,销售部,华东
2022-05-07,产品B,22537,48,12016,10521,销售部,华北
2022-05-08,产品C,26405,353,17149,9256,销售部,华南
2022-05-09,产品D,8532,208,4474,4058,销售部,西南
2022-05-10,产品E,19242,88,12671,6571,销售部,华中
2022-05-11,产品A,35588,339,20874,14714,销售部,华东
2022-05-12,产品B,33294,402,17307,15987,销售部,华北
2022-05-13,产品C,4651,201,2451,2200,销售部,华南
2022-05-14,产品D,25845,437,17355,8490,销售部,西南
2022-05-15,产品E,5830,490,2747,3083,销售部,华中
2022-05-16,产品A,48387,201,28458,19929,销售部,华东
2022-05-17,产品B,18032,165,10848,7184,销售部,华北
2022-05-18,产品C,1016,126,447,569,销售部,华南
2022-05-19,产品D,6942,19,3219,3723,销售部,西南
2022-05-20,产品E,16562,125,7695,8867,销售部,华中
2022-05-21,产品A,43236,178,22911,20325,销售部,华东
2022-05-22,产品B,37556,307,17080,20476,销售部,华北
2022-05-23,产品C,24404,474,15077,9327,销售部,华南
2022-05-24,产品D,36429,22,23630,12799,销售部,西南
2022-05-25,产品E,38646,301,19969,18677,销售部,华中
2022-05-26,产品A,43733,126,25060,18673,销售部,华东
2022-05-27,产品B,35142,141,18302,16840,销售部,华北
2022-05-28,产品C,5403,484,2811,2592,销售部,华南
2022-05-29,产品D,10388,349,5658,4730,销售部,西南
2022-05-30,产品E,37660,166,18381,19279,销售部,华中
2022-05-31,产品A,37017,30,23546,13471,销售部,华东
2022-06-01,产品B,18545,242,10461,8084,销售部,华北
2022-06-02,产品C,46948,316,24393,22555,销售部,华南
2022-06-03,产品D,9469,329,5767,3702,销售部,西南
2022-06-04,产品E,21976,372,10925,11051,销售部,华中
2022-06-05,产品A,13942,45,9256,4686,销售部,华东
2022-06-06,产品B,24583,195,16347,8236,销售部,华北
2022-06-07,产品C,38536,259,19340,19196,销售部,华南
2022-06-08,产品D,13198,288,5445,7753,销售部,西南
2022-06-09,产品E,8169,203,5362,2807,销售部,华中
2022-06-10,产品A,22404,253,10131,12273,销售部,华东
2022-06-11,产品B,36650,496,23499,13151,销售部,华北
2022-06-12,产品C,17668,384,12027,5641,销售部,华南
2022-06-13,产品D,4065,237,2490,1575,销售部,西南
2022-06-14,产品E,22007,40,9261,12746,销售部,华中
2022-06-15,产品A,35169,455,15234,19935,销售部,华东
2022-06-16,产品B,21151,24,14576,6575,销售部,华北
2022-06-17,产品C,38584,181,16536,22048,销售部,华南
2022-06-18,产品D,3629,17,2304,1325,销售部,西南
2022-06-19,产品E,31716,233,14821,16895,销售部,华中
2022-06-20,产品A,19179,117,10585,8594,销售部,华东
2022-06-21,产品B,16827,33,10305,6522,销售部,华北
2022-06-22,产品C,45057,290,19665,25392,销售部,华南
2022-06-23,产品D,47025,195,25599,21426,销售部,西南
2022-06-24,产品E,4712,381,2484,2228,销售部,华中
2022-06-25,产品A,46263,142,31621,14642,销售部,华东
2022-06-26,产品B,6381,291,4377,2004,销售部,华北
2022-06-27,产品C,33375,192,20600,12775,销售部,华南
2022-06-28,产品D,26357,121,15341,11016,销售部,西南
2022-06-29,产品E,38390,46,25271,13119,销售部,华中
2022-06-30,产品A,29276,349,12784,16492,销售部,华东
2022-07-01,产品B,3670,158,1923,1747,销售部,华北
2022-07-02,产品C,19066,230,12601,6465,销售部,华南
2022-07-03,产品D,12637,15,8119,4518,销售部,西南
2022-07-04,产品E,28484,51,11427,17057,销售部,华中
2022-07-05,产品A,28115,448,12091,16024,销售部,华东
2022-07-06,产品B,10901,67,6062,4839,销售部,华北
2022-07-07,产品C,47290,48,19437,27853,销售部,华南
2022-07-08,产品D,24453,300,10718,13735,销售部,西南
2022-07-09,产品E,2436,443,1392,1044,销售部,华中
2022-07-10,产品A,25949,23,14237,11712,销售部,华东
2022-07-11,产品B,10305,400,5220,5085,销售部,华北
2022-07-12,产品C,41430,392,21720,19710,销售部,华南
2022-07-13,产品D,5158,301,2876,2282,销售部,西南
2022-07-14,产品E,6543,166,4504,2039,销售部,华中
2022-07-15,产品A,19581,337,10649,8932,销售部,华东
2022-07-16,产品B,31276,125,19631,11645,销售部,华北
2022-07-17,产品C,29234,411,13018,16216,销售部,华南
2022-07-18,产品D,25605,152,12221,13384,销售部,西南
2022-07-19,产品E,32668,25,14333,18335,销售部,华中
2022-07-20,产品A,7856,116,3271,4585,销售部,华东
2022-07-21,产品B,24194,82,12228,11966,销售部,华北
2022-07-22,产品C,5693,296,2334,3359,销售部,华南
2022-07-23,产品D,22652,364,15201,7451,销售部,西南
2022-07-24,产品E,15751,435,7276,8475,销售部,华中
2022-07-25,产品A,12480,425,5085,7395,销售部,华东
2022-07-26,产品B,2239,432,1111,1128,销售部,华北
2022-07-27,产品C,4006,379,2443,1563,销售部,华南
2022-07-28,产品D,26174,49,16901,9273,销售部,西南
2022-07-29,产品E,32139,161,13336,18803,销售部,华中
2022-07-30,产品A,9102,55,3835,5267,销售部,华东
2022-07-31,产品B,31161,297,16802,14359,销售部,华北
2022-08-01,产品C,5507,409,3167,2340,销售部,华南
2022-08-02,产品D,17519,499,7415,10104,销售部,西南
2022-08-03,产品E,39135,340,23862,15273,销售部,华中
2022-08-04,产品A,4773,390,3135,1638,销售部,华东
2022-08-05,产品B,2528,303,1593,935,销售部,华北
2022-08-06,产品C,6049,346,2642,3407,销售部,华南
2022-08-07,产品D,11119,127,6130,4989,销售部,西南
2022-08-08,产品E,46246,244,30798,15448,销售部,华中
2022-08-09,产品A,35889,120,18477,17412,销售部,华东
2022-08-10,产品B,5681,429,3428,2253,销售部,华北
2022-08-11,产品C,33881,388,16115,17766,销售部,华南
2022-08-12,产品D,42298,247,23275,19023,销售部,西南
2022-08-13,产品E,21943,395,13794,8149,销售部,华中
2022-08-14,产品A,11832,275,6351,5481,销售部,华东
2022-08-15,产品B,24438,325,16068,8370,销售部,华北
2022-08-16,产品C,22307,260,15038,7269,销售部,华南
2022-08-17,产品D,2965,310,1224,1741,销售部,西南
2022-08-18,产品E,26189,60,15942,10247,销售部,华中
2022-08-19,产品A,6840,316,2894,3946,销售部,华东
2022-08-20,产品B,47861,442,31839,16022,销售部,华北
2022-08-21,产品C,30402,266,21210,9192,销售部,华南
2022-08-22,产品D,15319,187,8039,7280,销售部,西南
2022-08-23,产品E,42205,196,24692,17513,销售部,华中
2022-08-24,产品A,34368,134,15440,18928,销售部,华东
2022-08-25,产品B,33094,18,20669,12425,销售部,华北
2022-08-26,产品C,9724,486,6261,3463,销售部,华南
2022-08-27,产品D,17741,387,11120,6621,销售部,西南
2022-08-28,产品E,21872,112,11681,10191,销售部,华中
2022-08-29,产品A,47489,322,21463,26026,销售部,华东
2022-08-30,产品B,23308,341,15369,7939,销售部,华北
2022-08-31,产品C,12795,146,5290,7505,销售部,华南
2022-09-01,产品D,11782,28,7989,3793,销售部,西南
2022-09-02,产品E,19922,292,8505,11417,销售部,华中
2022-09-03,产品A,11027,172,6049,4978,销售部,华东
2022-09-04,产品B,27261,339,13730,13531,销售部,华北
2022-09-05,产品C,39286,359,23210,16076,销售部,华南
2022-09-06,产品D,9699,141,6779,2920,销售部,西南
2022-09-07,产品E,36424,107,16720,19704,销售部,华中
2022-09-08,产品A,39626,154,22232,17394,销售部,华东
2022-09-09,产品B,11401,121,5873,5528,销售部,华北
2022-09-10,产品C,22196,106,13220,8976,销售部,华南
2022-09-11,产品D,2473,491,1373,1100,销售部,西南
2022-09-12,产品E,33548,461,15072,18476,销售部,华中
2022-09-13,产品A,41441,198,26034,15407,销售部,华东
2022-09-14,产品B,24123,467,9785,14338,销售部,华北
2022-09-15,产品C,6054,190,2771,3283,销售部,华南
2022-09-16,产品D,2310,484,1012,1298,销售部,西南
2022-09-17,产品E,31981,20,19605,12376,销售部,华中
2022-09-18,产品A,23483,456,11554,11929,销售部,华东
2022-09-19,产品B,34236,283,18309,15927,销售部,华北
2022-09-20,产品C,29931,342,17570,12361,销售部,华南
2022-09-21,产品D,10628,34,6527,4101,销售部,西南
2022-09-22,产品E,44773,456,22238,22535,销售部,华中
2022-09-23,产品A,41658,314,20505,21153,销售部,华东
2022-09-24,产品B,2971,266,1222,1749,销售部,华北
2022-09-25,产品C,46588,95,31109,15479,销售部,华南
2022-09-26,产品D,4046,313,2694,1352,销售部,西南
2022-09-27,产品E,9043,310,4781,4262,销售部,华中
2022-09-28,产品A,3804,458,2187,1617,销售部,华东
2022-09-29,产品B,18096,202,11948,6148,销售部,华北
2022-09-30,产品C,26909,136,11446,15463,销售部,华南
2022-10-01,产品D,48382,255,31205,17177,销售部,西南
2022-10-02,产品E,29842,60,17661,12181,销售部,华中
2022-10-03,产品A,9783,428,4667,5116,销售部,华东
2022-10-04,产品B,41090,408,28218,12872,销售部,华北
2022-10-05,产品C,36178,334,23137,13041,销售部,华南
2022-10-06,产品D,7441,43,3470,3971,销售部,西南
2022-10-07,产品E,46959,248,23094,23865,销售部,华中
2022-10-08,产品A,43500,381,24519,18981,销售部,华东
2022-10-09,产品B,7553,223,4557,2996,销售部,华北
2022-10-10,产品C,3365,22,1912,1453,销售部,华南
2022-10-11,产品D,4675,117,2804,1871,销售部,西南
2022-10-12,产品E,29311,117,19375,9936,销售部,华中
2022-10-13,产品A,13219,185,6992,6227,销售部,华东
2022-10-14,产品B,7472,374,4885,2587,销售部,华北
2022-10-15,产品C,22859,23,14168,8691,销售部,华南
2022-10-16,产品D,12066,204,6453,5613,销售部,西南
2022-10-17,产品E,16263,376,6836,9427,销售部,华中
2022-10-18,产品A,18153,483,12691,5462,销售部,华东
2022-10-19,产品B,44152,474,21509,22643,销售部,华北
2022-10-20,产品C,12687,480,7614,5073,销售部,华南
2022-10-21,产品D,47172,269,27047,20125,销售部,西南
2022-10-22,产品E,6906,356,2869,4037,销售部,华中
2022-10-23,产品A,44491,428,19202,25289,销售部,华东
2022-10-24,产品B,5474,288,3734,1740,销售部,华北
2022-10-25,产品C,17638,181,7910,9728,销售部,华南
2022-10-26,产品D,47343,192,26259,21084,销售部,西南
2022-10-27,产品E,11663,258,5440,6223,销售部,华中
2022-10-28,产品A,3035,441,1495,1540,销售部,华东
2022-10-29,产品B,44315,175,25524,18791,销售部,华北
2022-10-30,产品C,9303,96,4247,5056,销售部,华南
2022-10-31,产品D,1164,312,584,580,销售部,西南
2022-11-01,产品E,31694,31,13078,18616,销售部,华中
2022-11-02,产品A,17925,411,9653,8272,销售部,华东
2022-11-03,产品B,28025,339,15692,12333,销售部,华北
2022-11-04,产品C,21998,206,13936,8062,销售部,华南
2022-11-05,产品D,24057,406,10868,13189,销售部,西南
2022-11-06,产品E,32495,83,18785,13710,销售部,华中
2022-11-07,产品A,2637,344,1585,1052,销售部,华东
2022-11-08,产品B,38438,305,22594,15844,销售部,华北
2022-11-09,产品C,22518,364,15559,6959,销售部,华南
2022-11-10,产品D,48736,328,33168,15568,销售部,西南
2022-11-11,产品E,32087,376,21312,10775,销售部,华中
2022-11-12,产品A,10907,472,6948,3959,销售部,华东
2022-11-13,产品B,20623,279,10456,10167,销售部,华北
2022-11-14,产品C,49197,327,30868,18329,销售部,华南
2022-11-15,产品D,34024,226,20830,13194,销售部,西南
2022-11-16,产品E,16903,150,9725,7178,销售部,华中
2022-11-17,产品A,28799,356,12221,16578,销售部,华东
2022-11-18,产品B,8446,294,4971,3475,销售部,华北
2022-11-19,产品C,15877,99,11051,4826,销售部,华南
2022-11-20,产品D,11306,442,5648,5658,销售部,西南
2022-11-21,产品E,21455,437,13896,7559,销售部,华中
2022-11-22,产品A,28371,452,18184,10187,销售部,华东
2022-11-23,产品B,34166,137,20174,13992,销售部,华北
2022-11-24,产品C,29368,445,16069,13299,销售部,华南
2022-11-25,产品D,45291,214,24520,20771,销售部,西南
2022-11-26,产品E,23061,18,9993,13068,销售部,华中
2022-11-27,产品A,16648,349,8146,8502,销售部,华东
2022-11-28,产品B,4573,115,2375,2198,销售部,华北
2022-11-29,产品C,29500,97,12292,17208,销售部,华南
2022-11-30,产品D,32423,162,17824,14599,销售部,西南
2022-12-01,产品E,22264,158,10881,11383,销售部,华中
2022-12-02,产品A,2499,272,1090,1409,销售部,华东
2022-12-03,产品B,33746,275,18831,14915,销售部,华北
2022-12-04,产品C,37476,181,19510,17966,销售部,华南
2022-12-05,产品D,47994,444,33531,14463,销售部,西南
2022-12-06,产品E,11965,440,6329,5636,销售部,华中
2022-12-07,产品A,49285,311,33413,15872,销售部,华东
2022-12-08,产品B,26236,84,12093,14143,销售部,华北
2022-12-09,产品C,9495,71,6404,3091,销售部,华南
2022-12-10,产品D,12371,196,8192,4179,销售部,西南
2022-12-11,产品E,11046,277,5223,5823,销售部,华中
2022-12-12,产品A,38117,454,23094,15023,销售部,华东
2022-12-13,产品B,47260,34,21410,25850,销售部,华北
2022-12-14,产品C,18373,406,12149,6224,销售部,华南
2022-12-15,产品D,32280,343,13115,19165,销售部,西南
2022-12-16,产品E,23407,320,11039,12368,销售部,华中
2022-12-17,产品A,29706,226,16922,12784,销售部,华东
2022-12-18,产品B,8159,417,3661,4498,销售部,华北
2022-12-19,产品C,13925,484,6345,7580,销售部,华南
2022-12-20,产品D,6475,99,3398,3077,销售部,西南
2022-12-21,产品E,10886,211,5936,4950,销售部,华中
2022-12-22,产品A,12221,341,5361,6860,销售部,华东
2022-12-23,产品B,5576,134,3668,1908,销售部,华北
2022-12-24,产品C,27675,413,17930,9745,销售部,华南
2022-12-25,产品D,6543,196,3151,3392,销售部,西南
2022-12-26,产品E,31635,113,19504,12131,销售部,华中
2022-12-27,产品A,45497,313,19994,25503,销售部,华东
2022-12-28,产品B,27255,119,16579,10676,销售部,华北
2022-12-29,产品C,19946,77,9948,9998,销售部,华南
2022-12-30,产品D,6769,317,4139,2630,销售部,西南
2022-12-31,产品E,39686,75,16415,23271,销售部,华中
2022-01-01,产品A,23852,430,10522,13330,销售部,华东
2022-01-02,产品B,22536,77,15086,7450,销售部,华北
2022-01-03,产品C,32147,360,16930,15217,销售部,华南
2022-01-04,产品D,40127,186,21393,18734,销售部,西南
2022-01-05,产品E,24088,378,14543,9545,销售部,华中
2022-01-06,产品A,41382,34,24282,17100,销售部,华东
2022-01-07,产品B,25970,154,17092,8878,销售部,华北
2022-01-08,产品C,9389,466,6338,3051,销售部,华南
2022-01-09,产品D,22148,94,10686,11462,销售部,西南
2022-01-10,产品E,39774,81,17142,22632,销售部,华中
2022-01-11,产品A,41711,255,21586,20125,销售部,华东
2022-01-12,产品B,34691,480,16745,17946,销售部,华北
2022-01-13,产品C,33708,466,21317,12391,销售部,华南
2022-01-14,产品D,33486,142,20273,13213,销售部,西南
2022-01-15,产品E,4086,457,2501,1585,销售部,华中
2022-01-16,产品A,18013,249,7373,10640,销售部,华东
2022-01-17,产品B,42477,449,29559,12918,销售部,华北
2022-01-18,产品C,11161,39,4701,6460,销售部,华南
2022-01-19,产品D,12419,127,8292,4127,销售部,西南
2022-01-20,产品E,35754,398,22024,13730,销售部,华中
2022-01-21,产品A,39233,204,16946,22287,销售部,华东
2022-01-22,产品B,43734,371,28905,14829,销售部,华北
2022-01-23,产品C,49708,104,34486,15222,销售部,华南
2022-01-24,产品D,47250,10,23565,23685,销售部,西南
2022-01-25,产品E,10369,283,6866,3503,销售部,华中
2022-01-26,产品A,33490,402,14126,19364,销售部,华东
2022-01-27,产品B,45138,182,20418,24720,销售部,华北
2022-01-28,产品C,5389,49,3296,2093,销售部,华南
2022-01-29,产品D,42999,136,27604,15395,销售部,西南
2022-01-30,产品E,4051,212,2240,1811,销售部,华中
2022-01-31,产品A,45557,75,25947,19610,销售部,华东
2022-02-01,产品B,1458,351,718,740,销售部,华北
2022-02-02,产品C,13446,170,6744,6702,销售部,华南
2022-02-03,产品D,35688,437,20098,15590,销售部,西南
2022-02-04,产品E,7298,495,4109,3189,销售部,华中
2022-02-05,产品A,11306,39,6412,4894,销售部,华东
2022-02-06,产品B,36009,144,21139,14870,销售部,华北
2022-02-07,产品C,22364,48,14610,7754,销售部,华南
2022-02-08,产品D,30610,215,18914,11696,销售部,西南
2022-02-09,产品E,4999,52,2593,2406,销售部,华中
2022-02-10,产品A,47575,268,30568,17007,销售部,华东
2022-02-11,产品B,6950,376,4116,2834,销售部,华北
2022-02-12,产品C,22314,368,14944,7370,销售部,华南
2022-02-13,产品D,32533,320,16952,15581,销售部,西南
2022-02-14,产品E,7587,362,3549,4038,销售部,华中
2022-02-15,产品A,32130,175,18393,13737,销售部,华东
2022-02-16,产品B,42412,428,24327,18085,销售部,华北
2022-02-17,产品C,4656,124,3162,1494,销售部,华南
2022-02-18,产品D,29330,277,15263,14067,销售部,西南
2022-02-19,产品E,5983,495,3536,2447,销售部,华中
2022-02-20,产品A,22329,310,11712,10617,销售部,华东
2022-02-21,产品B,9818,176,6748,3070,销售部,华北
2022-02-22,产品C,2250,160,1490,760,销售部,华南
2022-02-23,产品D,43583,327,24596,18987,销售部,西南
2022-02-24,产品E,22832,342,14367,8465,销售部,华中
2022-02-25,产品A,49336,400,27930,21406,销售部,华东
2022-02-26,产品B,29029,443,13366,15663,销售部,华北
2022-02-27,产品C,19940,101,11729,8211,销售部,华南
2022-02-28,产品D,38012,126,22185,15827,销售部,西南
2022-03-01,产品E,48917,54,23573,25344,销售部,华中
2022-03-02,产品A,3821,316,1685,2136,销售部,华东
2022-03-03,产品B,47454,44,27757,19697,销售部,华北
2022-03-04,产品C,13178,206,5971,7207,销售部,华南
2022-03-05,产品D,18097,282,11271,6826,销售部,西南
2022-03-06,产品E,25798,361,13468,12330,销售部,华中
2022-03-07,产品A,18809,266,8160,10649,销售部,华东
2022-03-08,产品B,9129,316,5532,3597,销售部,华北
2022-03-09,产品C,28041,301,18364,9677,销售部,华南
2022-03-10,产品D,38874,350,26841,12033,销售部,西南
2022-03-11,产品E,36807,221,23261,13546,销售部,华中
2022-03-12,产品A,9291,48,5687,3604,销售部,华东
2022-03-13,产品B,14944,187,6321,8623,销售部,华北
2022-03-14,产品C,2607,228,1374,1233,销售部,华南
2022-03-15,产品D,6933,132,4598,2335,销售部,西南
2022-03-16,产品E,5682,15,3676,2006,销售部,华中
2022-03-17,产品A,12154,112,6055,6099,销售部,华东
2022-03-18,产品B,11338,327,6505,4833,销售部,华北
2022-03-19,产品C,24634,190,11382,13252,销售部,华南
2022-03-20,产品D,10917,427,6435,4482,销售部,西南
2022-03-21,产品E,17905,75,7771,10134,销售部,华中
2022-03-22,产品A,27234,47,13734,13500,销售部,华东
2022-03-23,产品B,33573,165,19552,14021,销售部,华北
2022-03-24,产品C,12330,402,7156,5174,销售部,华南
2022-03-25,产品D,42353,149,25456,16897,销售部,西南
2022-03-26,产品E,18044,414,9782,8262,销售部,华中
2022-03-27,产品A,41280,259,28370,12910,销售部,华东
2022-03-28,产品B,26159,26,16245,9914,销售部,华北
2022-03-29,产品C,26157,122,13784,12373,销售部,华南
2022-03-30,产品D,16494,272,6958,9536,销售部,西南
2022-03-31,产品E,26333,292,12233,14100,销售部,华中
2022-04-01,产品A,33539,216,18641,14898,销售部,华东
2022-04-02,产品B,6166,475,4017,2149,销售部,华北
2022-04-03,产品C,32241,379,18972,13269,销售部,华南
2022-04-04,产品D,2293,437,1469,824,销售部,西南
2022-04-05,产品E,19595,22,10053,9542,销售部,华中
2022-04-06,产品A,43741,142,23356,20385,销售部,华东
2022-04-07,产品B,8973,495,3870,5103,销售部,华北
2022-04-08,产品C,39758,65,20048,19710,销售部,华南
2022-04-09,产品D,49503,57,32239,17264,销售部,西南
2022-04-10,产品E,1058,86,557,501,销售部,华中
2022-04-11,产品A,16577,392,9183,7394,销售部,华东
2022-04-12,产品B,8296,401,4696,3600,销售部,华北
2022-04-13,产品C,25660,223,14497,11163,销售部,华南
2022-04-14,产品D,44833,302,18910,25923,销售部,西南
2022-04-15,产品E,44794,138,27362,17432,销售部,华中
2022-04-16,产品A,38555,434,20439,18116,销售部,华东
2022-04-17,产品B,41262,194,19393,21869,销售部,华北
2022-04-18,产品C,24216,31,13963,10253,销售部,华南
2022-04-19,产品D,21171,13,11324,9847,销售部,西南
2022-04-20,产品E,24487,174,10982,13505,销售部,华中
2022-04-21,产品A,19047,54,11501,7546,销售部,华东
2022-04-22,产品B,16015,490,7249,8766,销售部,华北
2022-04-23,产品C,32748,165,22682,10066,销售部,华南
2022-04-24,产品D,2104,256,1385,719,销售部,西南
2022-04-25,产品E,46704,395,31206,15498,销售部,华中
2022-04-26,产品A,26906,125,16560,10346,销售部,华东
2022-04-27,产品B,10145,12,5645,4500,销售部,华北
2022-04-28,产品C,25119,82,13752,11367,销售部,华南
2022-04-29,产品D,28185,131,17044,11141,销售部,西南
2022-04-30,产品E,3749,88,1582,2167,销售部,华中
2022-05-01,产品A,35129,458,19165,15964,销售部,华东
2022-05-02,产品B,3064,392,1653,1411,销售部,华北
2022-05-03,产品C,31011,305,17523,13488,销售部,华南
2022-05-04,产品D,22387,486,15517,6870,销售部,西南
2022-05-05,产品E,7243,382,3358,3885,销售部,华中
2022-05-06,产品A,48452,148,33460,14992,销售部,华东
2022-05-07,产品B,22325,311,14945,7380,销售部,华北
2022-05-08,产品C,23032,331,16067,6965,销售部,华南
2022-05-09,产品D,17457,272,7260,10197,销售部,西南
2022-05-10,产品E,16128,370,6889,9239,销售部,华中
2022-05-11,产品A,39014,321,15993,23021,销售部,华东
2022-05-12,产品B,1510,432,698,812,销售部,华北
2022-05-13,产品C,26534,322,15792,10742,销售部,华南
2022-05-14,产品D,38696,112,19828,18868,销售部,西南
2022-05-15,产品E,41605,233,25300,16305,销售部,华中
2022-05-16,产品A,25853,487,14774,11079,销售部,华东
2022-05-17,产品B,7659,224,3751,3908,销售部,华北
2022-05-18,产品C,16064,405,9474,6590,销售部,华南
2022-05-19,产品D,35254,83,18721,16533,销售部,西南
2022-05-20,产品E,23003,445,12282,10721,销售部,华中
2022-05-21,产品A,47656,330,21472,26184,销售部,华东
2022-05-22,产品B,33046,331,19646,13400,销售部,华北
2022-05-23,产品C,6397,95,2880,3517,销售部,华南
2022-05-24,产品D,18800,414,12938,5862,销售部,西南
2022-05-25,产品E,38822,116,16437,22385,销售部,华中
2022-05-26,产品A,20981,170,13525,7456,销售部,华东
2022-05-27,产品B,16735,224,9939,6796,销售部,华北
2022-05-28,产品C,20874,45,12393,8481,销售部,华南
2022-05-29,产品D,23787,201,14966,8821,销售部,西南
2022-05-30,产品E,47264,167,20059,27205,销售部,华中
2022-05-31,产品A,17482,250,9234,8248,销售部,华东
2022-06-01,产品B,33252,126,22171,11081,销售部,华北
2022-06-02,产品C,13777,76,9568,4209,销售部,华南
2022-06-03,产品D,15862,282,8705,7157,销售部,西南
2022-06-04,产品E,49786,341,25633,24153,销售部,华中
2022-06-05,产品A,43135,356,24882,18253,销售部,华东
2022-06-06,产品B,18934,440,11127,7807,销售部,华北
2022-06-07,产品C,46950,437,22639,24311,销售部,华南
2022-06-08,产品D,22587,201,15530,7057,销售部,西南
2022-06-09,产品E,11051,270,6806,4245,销售部,华中
2022-06-10,产品A,42095,287,25421,16674,销售部,华东
2022-06-11,产品B,35709,311,17646,18063,销售部,华北
2022-06-12,产品C,24908,409,11573,13335,销售部,华南
2022-06-13,产品D,33322,32,15209,18113,销售部,西南
2022-06-14,产品E,18412,416,12723,5689,销售部,华中
2022-06-15,产品A,6656,273,4597,2059,销售部,华东
2022-06-16,产品B,16873,287,9722,7151,销售部,华北
2022-06-17,产品C,3271,81,2083,1188,销售部,华南
2022-06-18,产品D,28990,91,17289,11701,销售部,西南
2022-06-19,产品E,6852,352,2953,3899,销售部,华中
2022-06-20,产品A,5270,347,2252,3018,销售部,华东
2022-06-21,产品B,37230,124,16071,21159,销售部,华北
2022-06-22,产品C,33830,257,18611,15219,销售部,华南
2022-06-23,产品D,7566,28,3367,4199,销售部,西南
2022-06-24,产品E,11872,33,5901,5971,销售部,华中
2022-06-25,产品A,2234,458,1337,897,销售部,华东
2022-06-26,产品B,18978,123,12214,6764,销售部,华北
2022-06-27,产品C,19079,452,12153,6926,销售部,华南
2022-06-28,产品D,48272,21,22119,26153,销售部,西南
2022-06-29,产品E,29022,148,19052,9970,销售部,华中
2022-06-30,产品A,41117,66,20482,20635,销售部,华东
2022-07-01,产品B,49838,40,23098,26740,销售部,华北
2022-07-02,产品C,13197,297,8407,4790,销售部,华南
2022-07-03,产品D,36719,227,23222,13497,销售部,西南
